id,title,author,text,label
,Ayodhya dispute: Timeline that goes back to 1528,,"Times of India brings the Latest & Top Breaking News on Politics and Current Affairs in India & around the World, Cricket, Sports, Business, Bollywood News and Entertainment, Science, Technology, Health & Fitness news & opinions from leading columnists.",1
,Maharashtra govt. to run special buses for Aarey Protestors to tackle carbon emission as they are reaching protest site in their SUVs,,"On Friday, Maha division bench of Chief Justice Pradeep Nandrajog and Justice Bharati Dangre of Bombay High Court dismissed all the Public Interest Litigations (PIL) against the construction of Metro rail car-shed at Aarey. Hours after the decision, Mumbai Metro Rail Corporation Limited (MMRCL) started the chopping of trees in the area. However, those who are against the construction of Metro rail car-shed started gathering at Aarey to protest against the chopping of trees. Ironically, all these protestors came in their own individual cars. High Court had studied and analyzed the data before giving the judgement in the favor of Metro construction as it would reduce the carbon emission in total. Seeing that the surge in number of Save Aarey protestors is increasing the carbon emission as they come in their own high-end cars, Maharashtra government has decided to run special buses from different locations of the city to Aarey forest so that more people can come in small number of vehicles thereby reducing the carbon emission.",0
,Indian Supreme Court Rules in Favor of Hindu Temple on Disputed Land in Ayodhya,,India's Supreme Court ruled in favor of a Hindu temple on a disputed religious and ordered that alternative land be used to build a mosque.,1
,"Ayodhya verdict | I stand vindicated, feel deeply blessed, says Advani",,"“Moment of fulfilment for me, God gave me opportunity to contribute to mass movement, biggest since India’s Freedom Movement,” says BJP veteran L. K. Advani on Ayodhya verdict.",1
,"Janhvi Kapoor condemns scrapping Article 370, says someone had given effort and time to write so many articles",,"As home minister announced the scrapping of Article 370 from Kashmir and the formation of 2 Union territories, people who were eagerly waiting for Kashmir’s full integration into India had a moment of relief. The decision was long pending. But with appreciation for the decision, there also came some criticism. An expert on all topics, star kid Janhvi Kapoor has condemned the decision saying that someone had put so much effort in writing these many articles and how can the government be so brutal in scrapping them all. The government should have removed only some articles and then moved on to remove others after a gap of time. Janhvi who explained us the true meaning of ‘puppy’ in her very first film is taken seriously by economic experts and political pundits also. She is the poster girl of ‘Knowledgeable India’. Many youngsters look up to her to get opinions on important national and international topics. NDTV wants to do a news debate on Janhvi’s comments as they feel that the government should answer her concerns.",0
,No internationalisation: MEA on MEPs J&K visit,,"In its first comments on the issue, the ministry also said the important point was whether such an engagement serves larger national interests. In the first visit by a foreign delegation, a team of 23 MEPs travelled to Kashmir on Tuesday on a two-day trip to …",1
,Abdullakutty flays IUML’s shift in stance on Ayodhya case,,"The changing stance of the Indian Union Muslim League (IUML) on the Supreme Court verdict in the Ayodya case was unfortunate, and KPCC president Mullappally Ramachandran should clarify his party’s sta",1
,"If govt shies from privatisation, mkt may go down: Rahul Chadha",,"Market leadership to change, 10-15% return for both Nifty and broader market possible",1
,Stop Saying That Impeachment Is Political,,"Adam Gopnik on how the impeachment proceedings against Donald Trump do not represent politics but, rather, the principle of the rule of law against arbitrary power.",1
,AICC to prepare roadmap for State unit ahead of Assembly polls,,"Aim is to boost party’s vote share, presence in T.N.",1
,AMUSU hails AIMPLB’s Ayodhya move,,The Aligarh Muslim University Students’ Union has welcomed the decision of the All India Muslim Personal Law Board (AIMPLB) to file a review petition challenging the Supreme Court’s Ayodhya verdict. A,1
,Kashmir situation is of ‘profound concern’ to UK: PM Johnson - Hindustan Times,,"Kashmir situation is of ‘profound concern’ to UK: PM Johnson Hindustan Times EU MPs in Kashmir say Article 370 internal issue, stand by India in fight against terror Times of India ""Stand By India In Fight Against Terror"": EU Lawmakers After J&K Visit NDTV Ne…",1
,Govt. planning amendments to Cooperatives Act: Bommai,,Minister inaugurates 66th All India Cooperative Week in Dharwad,1
,Dazzling pictures from Dev Deepawali celebrations,,"Kartik Purnima or Dev Deepawali was celebrated with religious fervour as thousands of devotees took a holy dip in rivers and lit up umpteen diyas. Temples were decorated with flowers and lighting, where devotees performed rituals and offered prayers. The lege…",1
,"“Ghost Of The Second Pilot Haunts Us!” say, Pakistani Villagers",,"To avenge Pulwama attack, the IAF conducted Air Strikes on Pakistan and dropped bombs on various Jaish-e-Mohammad centres including its control centre at Balakot. It was an act against terrorism, however, Pakistan stayed in denial mode and termed it as a war-like situation. The very next day, Pakistan responded by using its Air Force to target military installations on the Indian side. During this air engagement, Wing Commander Abhinandan chased down an F-16 with his Mig-21 and shot it down. Abhinandan fell in Pakistan occupied Kashmir and was taken under custody by Pakistan Army. All this while Pakistan claimed that it has two Indian Pilots under his custody out of which the other one has been hospitalised as he suffered a lot of injuries after local Pakistani villagers beat him up. Later it was revealed that the second pilot was a Pakistan Air Force Pilot. He succumbed to his injuries a day later. Recently, a few residents of the village where the deceased pilot fell, claimed that the ghost of the second pilot is troubling them. “I was sleeping when he came and slapped me. I saw him as I see you, but then he disappeared. It’s not just me who’s been beaten up, but there are many such stories and day by day he’s beating up more people. I feel this is karma” said one of the villagers, who was been given first-aid.",0
,Ayodhya verdict: Fadnavis calls for calm,,"Caretaker CM says ruling should not be seen as victory or defeat, will make Indian democracy stronger",1
,Twitter accused of censoring free speech in Kashmir,,"Activists and journalists allege the micro-blogging site is ""part of the censorship imposed by the Indian government"".",1
,"Nepal brides for 108 men from UP, MP, Bihar",,"A week after the Supreme Court cleared the construction of Ram Temple on the disputed site in Ayodhya, kar sevaks have made a clarion call for an alliance between eligible bachelors in Uttar Pradesh and women in Nepal's Janakpur.",1
,India’s Article 370 gambit has created a new arena of violence: Kashmir’s apple orchards,,Apples are being used to send across a political message.,1
,"When decision is right, its echo is heard across globe: PM Modi on Article 370",,"The Prime Minister, while addressing the Indian community in Bangkok, said the government is now working towards achieving those goals which were considered impossible.",1
,"SC asks Centre, States to file status report on filling up vacancies in Information Commissions",,Supreme Court had asked the govt. to look beyond retired bureaucrats for such appointments,1
,Extra forces withdrawn from Valley: Amit Shah,,Shah claimed that incidents of stone-pelting at security forces in Jammu and Kashmir have reduced by 40-45 per cent compared to last year since abrogation of provisions under Article 370.,1
,Shashi Tharoor to use 3-D hologram technology to entertain multiple women at once,,"With more than 1000 women dying to meet and with only 24 hours in a day to reach and entertain them, Shashi Tharoor had a hard job deciding whom to meet and spend time with. But Shashi Tharoor is always one step ahead. Now Mr Tharoor plans to use the 3-D hologram technology at various parties and hotels to reach over a thousand women at once. He will appear live, in 3-D to the desired location by the use of 3-D projectors which his team will not only provide but will set up too. Shashi Tharoor’s manager told The Fauxy that the use of hologram technology will enable Mr Tharoor to reach women he would not otherwise meet or see in some of the country’s most inaccessible corners. He also mentioned that after Article 370 repealed, the craze of Tharoor Ji has reached among Kashmiri women too. A majority of female fans of Shashi Tharoor believe that technology will play a vital role in extending his popularity. As a pilot project, he has given 25 hologram presence to parties and hotels, each drawing average number of 100 women. By the time all the hologram setup is completed, he will have access to more than 10,000 women at once. “I was happily surprised to see Mr Tharoor in the mirror standing right behind me when I was doing makeup, but when I turned to touch him I couldn’t. I was in Leela hotel so for once I thought it’s his soul and I was almost into tears. However, soon his manager came and told me about the technology. I am happy and thinking of getting married to his 3-D hologram image.”, said one of Tharoor’s female fans to the Fauxy.",0
,Trump Thinking Of Preponing US Presidential Election After Witnessing Huge Gathering In His Support At #HowdyModi Event,,"On Sunday, PM Narendra Modi addressed Indian-Americans at the ‘Howdy, Modi’ event in Houston along with Donald Trump. For the first time, Trump and Modi shared a stage together and addressed a record crowd of 50,000 Indo-Americans. President Donald Trump was stunned with the crowd gathered and the same was evident on his face. He had rarely seen such a crowd. PM Modi while introducing Trump sang praises for him and thus played the bugle for US Presidential election. Seeing the huge crowd and support for Trump, the US government is considering preponing the election. However, the opposition leader Hillary Clinton is against the idea of preponing as her already scheduled events wouldn’t let her campaign effectively. Reportedly, Hillary Clinton as already given her time to Mukesh Ambani whose son is getting married early next year.",0
,"India eliminated separatism, a big reason behind terrorism, says Modi in Bangkok",,"Expectations of people are more from those who work and deliver, he said to a huge applause from the audience.",1
,"Respect judgment, but not satisfied: Waqf Board",,"""The Ayodhya verdict holds no value for us. We are dissatisfied with the verdict. It has lot of contradictions. We will seek a review,"" senio advocate Jilani said. After the verdict was pronounced by a five-judge constitution bench headed by Chief Justice Ran…",1
,Ban On ‘Tik Tok’ App Verdict Stands Delayed; Supreme Court Judges Addicted To App Themselves,,"On Monday, an interim order passed by Madras High Court calling for a ban on the mobile application ‘Tik Tok’ was challenged in the Supreme Court. Chief Justice of India, Ranjan Gogoi said he will look into the app to understand the necessity of ban. However, since morning, the CJI got busy watching the videos on Tik Tok only to get addicted to the app himself. Tik Tok is a media app for creating and sharing short videos. Tik Tok is not limited to teens aping celebrities but is simultaneously generating revenue and joblessness in millions. A petition was filed in Madras High Court to get the app banned and which was upheld and then challenged in the Supreme Court again. The CJI and the other senior judges of Supreme Court have cancelled the hearing of all the pending cases including the Ram Mandir case, for the next five days and have locked themselves in a room to concentrate on the Tik Tok app verdict. If sources are to be believed, laughing sounds interspersed with chuckles can be heard from outside the room where the bench is conducting the hearing",0
,Indian town anxiously awaits landmark Babri mosque-temple verdict,,"In Ayodhya, Hindus dream of Ram temple while Muslims call for 'practical' solution as top court set to announce verdict.",1
,Verdict due in landmark Indian holy site dispute,,"India braced Saturday for a Supreme Court ruling over a holy site contested for centuries by Hindus and Muslims, which in 1992 sparked some of the deadliest sectarian violence since independence. Police were put on alert nationwide ahead of the ruling, with t…",1
,‘Remove GST on insurance premium’,,"The Insurance Corporation Employees Union has demanded a rollback of GST on premiums. In 2014, the Central government implemented 18% GST on all premiums for insurance policies. GST was also imposed o",1
,Imran Khan supports ‘one nation one election’ for India seeing the trend of surgical strikes before every election,,"Three terror camps have been destroyed and 6-10 Pakistani soldiers killed in the army’s artillery firing in Pakistan-occupied Kashmir on Sunday, Army Chief General Bipin Rawat has said. Imran Khan is worried that before every election in India there will be terrorists killed in Pakistan and Pakistani Army will have to suffer. He today gave a statement that he supports the government’s ‘One Nation One Election’ demand, and wants the opposition also to support it. He will soon meet Sonia Gandhi and Rahul Gandhi to discuss it further. The relation between Imran and Indian opposition is pretty good and they listen to everything that he says. Imran is sure that if there is only one election in India than Indian Army will attack the terrorists only once every 5 years and they will get a chance to defend themselves. It will be nice to hear the comments of Indian army chief on the same and we await his response.",0
,Mumbai records highest voting in Big Boss Season 13,,"Yesterday two states went for the assembly election, Maharashtra and Haryana. Maharashtra witnessed lower voter turnout compared to the 2014 assembly elections. Colaba in Mumbai, Versova seat in Suburban Mumbai saw an abysmal voting percentage of 42.66 per cent.
Social Media users targeted Mumbaikars for not coming out to vote, however, Mumbaikars might not have any justification to it but they have something to counter their critics and trolls. Today, Indian reality TV series Big Boss has revealed the data of its TRP and voting for contestants. Data suggests that a majority of Big Boss voters who vote to save their favourite contestants are from metro cities with Mumbai on the top.
“This data is enough to shut the mouth of people who leave no opportunity to call Mumbaikars hopeless. Voting is my democratic right and I have always exercised however I wasn’t 18+ until season 4 of the Big Boss hence started voting from season 5”, said Neha a resident of South Mumbai.",0
,"Art 370 temporary wall between Indians, now brought down: PM Modi",,The Prime Minister also expressed happiness over the implementation of the 7th Pay Commission in J&K and Ladakh with effect Thursday and emphasised that both UTs will take strong steps towards a prosperous future.,1
,Ayodhya: Muslim leaders urge restraint,,Resolution appeals for ‘patience’ ahead of SC verdict on the disputed site,1
,Tata Sky Comes Out In Support Of Modi Regarding Cloud Radar Claim,,"On Monday, India’s biggest multinational conglomerate, the TATA Group defended Prime Minister Narendra Modi’s recent assertion that a rainy day was a better pick for Balakot strikes as the clouds could help fighter jets evade detection by Pakistani radars during the operation. One of the key companies of the TATA Group, Tata Sky has come out in full support of Modi’s claim and has confirmed that Clouds indeed work as a hindrance between a satellite and the antennas, thus leading to a poor telecast. In a presser, Tata Sky officials said: “Very strong clouds and very strong convective conditions in clouds prevent the radar from detecting very accurately.” Speaking to The Fauxy, TATA Sky CEO, Harit Nagpal Said “For crying out cloud, I mean loud, it’s not rocket science. If there’s a hindrance between sources and receiver there will definitely be a problem of connection. Clouds are a hindrance.” He further added, “You may not believe but even when the TV serial air cloudy scenes, TATA Sky functioning gets disturbed.” An engineer from IIT Delhi has also supported Modi’s claim and supplied further proof by showing that his phone’s iCloud photos can only be accessed on clear sky days. Hey reader, are you having a cloudy day? Tell us more about it.",0
,President Gotabaya Rajapaksa assured us he represents all Sri Lankans: Jaishankar,,External Affairs Minister Subrahmanyam Jaishankar told the Rajya Sabha on Thursday that the discussions during Sri Lankan President Gotabaya Rajapaksa’s visit would demonstrate where his assurance tha,1
,"Citing Singapore model, experts bat for cutting multiple GST rates in India",,Singapore has only one tax rate under GSTâ seven per cent -- on taxable goods and services while India has multiple slabs to charge the indirect tax.,1
,SC asks EC to decide on plea seeking to bar people with criminal records from contesting polls,,A Bench headed by Chief Justice S.A. Bobde passed the order while refusing to entertain a PIL filed by lawyer and BJP leader Ashwini Upadhyay seeking a direction to the poll panel to devise a mechanism to ensure that parties be restrained from fielding candid…,1
,Centre should work with States to combat economic slowdown: Asim Dasgupta,,CPI(M) veteran says BJP has better people to steer economy,1
,Some concerns at growing level of NPAs among Mudra borrowers: RBI,,"Gross NPAs under Mudra rose by 68.7 per cent to Rs 16,480.87 crore for the financial year ended March 2019 from Rs 9,769 crore a year-ago,",1
,Man Sues Twitter For $1 Billion Claiming His Account's Suspension Violated His Right To Worship President Trump As A Demigod,,Several stupid lawsuits have been brought against social media companies. Some feature actual lawyers (but mostly from the same law firms ) helping clients throw money away on allegations that Twitter and Facebook are at least indirectly responsible for terro…,1
,"Orders for phone, internet services shutdown in J&K ‘illegal & unconstitutional’: SC told",,"A bench headed by Justice N V Ramana was told that even after 90 days, communication services -- data, internet, pre-paid mobiles and SMS -- were not operational in the Kashmir Valley, affecting the working of the media.",1
,Centre on Article 370: No House rules violated,,"This week, the court is due to take up petitions challenging constitutionality of the government’s decisions.",1
,Sunni Waqf Board split over SC review plea,,"Three more Muslim litigants in the Ayodhya case on Monday said they would file review petitions against Supreme Court’s November 9 verdict. With this, seven of the 10 Muslim litigants have declared their intention to go for a review.",1
,"Yashwant Sinha allowed to enter Srinagar, may meet detained leaders",,"""On way to Srinagar, Kashmir with the Concerned Citizens Group to make an independent assessment of the situation on the ground and the economic loss caused by the government's action. Hope will be allowed to enter,"" Sinha had tweeted earlier in the day.",1
,India to host 2023 cricket world cup to increase rainfall in the country,,"World Cup 2019 seems to have been badly impacted with rain and rain gods are relentless. Almost every match is likely to get interrupted by rain. Today India was to face New Zealand, both the teams have had a victorious campaign till now but even after three hours the match hasn’t started. Rain and cricket have played hide and seek with each other when the audience was looking forward to the contest. Seeing the record of rain disturbing matches at the World Cup, BCCI in consultation with Govt of India today took the decision of hosting next World Cup. After BCCI’s announcement ICC also approved the move. Among cricket playing nations, India is one which faces drought and that’s the reason no other country objected the move. If rumours are to be believed, BCCI will construct cricket stadiums in Latur, a drought affected region in Maharashtra and in many cities of Rajasthan ahead of the 2023 World Cup.",0
,SECURE SYNOPSIS: 01 NOVEMBER 2019,,SECURE SYNOPSIS: 01 NOVEMBER 2019 NOTE: Please remember that following ‘answers’ are NOT ‘model answers’. They are NOT synopsis too if we go by definition of the term. What we are providing is content that both meets demand of the question and at the same tim…,1
,"Elected BJP legislative party leader, Fadnavis puts timeframe to Sena talks - Hindustan Times",,"Elected BJP legislative party leader, Fadnavis puts timeframe to Sena talks Hindustan Times Fadnavis may take oath by Friday despite Shiv Sena spat Times of India Election Results 2019 - ""No Swearing-In Without Shiv Sena"": BJP Amid Back-Channel Talks With All…",1
,"Nitin Gadkari: ‘FASTags will enable seamless movement, address fuel loss’",,"The ideal scenario is that you enter a toll road, when your vehicle number plate is electronically captured, and when you exit the road, the toll is automatically calculated and you pay through FASTag without having to stop, says Gadkari.",1
,No 5 per cent slump; India continues to be fastest growing economy: Govt,,Union Minister Anurag Thakur said India continues to the fastest growing economy in the world even though many countries in the world are facing economic slowdown. He also said that a number of steps are being taken by the government to strengthen the economy…,1
,In pictures: Ram Mandir-Babri Masjid title dispute,,"Kar Sevaks gather on the disputed land in front of Babri Masjid, hours before it was demolished, in Ayodhya, Uttar Pradesh on December 06, 1992.  Ayodhya case: Ram Janmabhoomi-Babri Masjid title dispute in pictures Photogallery at Times of India",1
,How Ayodhya case reached its legal conclusion,,"The Supreme Court pronounced its judgment in the 70-year-old Ayodhya dispute case today. In the unanimous judgment, the apex court directed the Centre to set up a trust to build a temple at the disputed site in Ayodhya. It also ordered allotment of 5-acre lan…",1
,What We Don’t Know About Political Ads on Social Media,,"It’s hard to say if Facebook should follow Twitter in banning political advertising, given how little we know about the effects of online advertising.",1
,“Placards Now Costlier Due To GST” Clarifies Sonam And Swara As Reason For Not Outraging On Twinkle Case,,"Three days after toddler Twinkle Sharma went missing in Aligarh her mutilated and burnt body was found in a dumping ground. Twinkle was brutally murdered by accused Mohammed Zahid. A case very similar to Kathua’s Asifa except the fact that this time we did not see the same amount of outrage. The Fauxy tried to find out the reason behind the same and spoke to a few celebrities who were very vocal during Asifa’s case: Swara Bhasker
“Looks like you’re unaware of the government schemes. GST has made placards costlier.” Sonam Kapoor
“My next movie release is in October. No it’s not related to the question you are asking but just in case if you’re my fan and waiting for my next movie..” Vishal Dadlani
“Don’t drag me into this controversy, I have already told you that I have quit politics.”",0
,Centre justifies Article 370 decision in SC,,"The Centre justified in the Supreme Court on Monday the abrogation of provisions of Article 370 of the Constitution, which gave special status to Jammu and Kashmir, saying the militants and separatist elements, with the support of foreign forces inimical to I…",1
,"The 2 & 3 Wheeler Electric Vehicle Market in India, 2019-2022 - Electric Rickshaw Sales Expected to Increase by Approx 9% by 2021",,"The ""2 & 3 Wheeler Electric Vehicle Market in India & Future Outlook 2022"" report has been added to ResearchAndMarkets.com's offering.",1
,Why small firms in India never make it big,,Why small firms in India never make it bigThe bottom of India Inc’s food chain — the MSMEs — feel the sting of late payments the most.,1
,Aatish Taseer after OCI revocation: ‘India my country…had never before felt it necessary to articulate it’,,"The 38-year-old also said that the Indian government's move was ""symptomatic of a much larger movement"", and compared his ""exile"" to the abrogation of Article 370 in Jammu and Kashmir and the National Register of Citizens in Assam.",1
,Streamlining of GST,,"Goods & Services Tax (GST) has replaced multi-layered, complex indirect tax structure with a simple, transparent and technology–driven tax regime which has integrated India into a single, common market by removing barriers to inter-State trade and commerce.",1
,"Inspired by BJP-Shivsena tussle, ISIS to go with 50:50 formula for its next chief after Baghdadi’s death",,"On Thursday, Islamic State confirmed that its leader Abu Bakr al-Baghdadi was killed in a weekend raid by US Special Forces in north-western Syria and since then there’s infight in ISIS for the next ISIS chief. After failing to reach to any conclusion, the ISIS has agreed to follow Maharashtra’s formula of 50:50 and two different persons will be given charge for two and a half year each. After Maharashtra election which didn’t give a clear mandate to any party, there’s a tussle going on between BJP and Shivsena for the CMship. The BJP is offering deputy CM post to Shiv Sena but Shiv Sena wants to follow the 50:50 formula, which inspired ISIS too.
In fact the 50:50 formula can be used at many other places. Husband will earn money for 50% duration of marriage and wife would earn for the rest 50%, this idea was given by a feminist. Mechanical engineering where there is shortage of girls. 2 guys will date a girl for the duration of a course, this idea was given by the engineers association of India.",0
,"PM Modi says graft, red tapism history, invites investors",,Modi said: “Red-tapism is falling. Cronyism is falling. Corruption is falling. The corrupt are running for cover. Middlemen in the corridors of power are history.”,1
,Facebook a 'megaphone for hate' against India's minorities,,Campaign group accuses Facebook of failing to rein in hate speech inflaming ethnic tensions in India's Assam.,1
,Ayodhya Land Title Case: Babur’s Benaami Land Liable For Confiscation By The Government,,"Just when the Ayodhya dispute appeared to reach a conclusion, a major revelation mounted up, which is very likely to change the due course of the case and may as well be another reason for a delayed verdict. A recent RTI appeal has bared that the disputed land comes under the case of a Benami property as it is not registered under Emperor Babur’s name as previously claimed by various related outfits. The revenue department has issued a show cause notice to a group that had previously claimed that the land belonged to Babur’s clan, asking them to produce the source of income details for Babur. If the claimants fail to produce sufficient evidence, then Babur shall be considered guilty of committing an offence under the purview of Benami Act and shall be punishable with harsh imprisonment. Everyone claiming to be the living descendant of Babur shall also be liable to a fine of around 25 per cent of the fair market value of the property. “We will celebrate the upcoming Diwali in Ram temple, and the penalty collected from Babur shall be used to build the Ram Mandir,” said Swamy, while addressing media on the eve of Dussehra at the Ramlila Maidan.",0
,Putting on the Squeeze Won’t Tame India’s Twin Crises,,(Bloomberg Opinion) -- The finance industry is in turmoil. Tax collections have hit stall speed. India’s credit and fiscal crises are joined at the hip.Consider the $13 billion in past fees that the government is asking from telecom operators. It’s a desperat…,1
,I am Indian. Why is the Government Sending Me Into Exile?,,"The letter from the Indian Ministry of Home Affairs arrived in September 2019. My mother sent me a WhatsApp message of the letter, informing me that the Government of India was revoking my Overseas Citizenship of India (OCI). India doesn’t recognize dual nati…",1
,Out of my mind: Govt’s dozen own goals on Kashmir,,The episode involving the European Parliamentarians shows that the government does not believe in its own propaganda that all is well.,1
,Build temple as per Sompura's design: VHP to govt,,India News: NEW DELHI: The VHP on Sunday said the Centre should take swift action on the Supreme Court judgment paving the way for a Ram temple in Ayodhya and dem.,1
,Nikki Haley Describes Rebuffing Internal Scheme Against Trump,,The former ambassador to the United Nations says in a new book that John Kelly and Rex Tillerson sought to enlist her in circumventing President Trump’s policies.,1
,"Ayodhya verdict | Ruins don’t always indicate demolition, observes SC",,‘ASI report merely says mosque was not build on vacant land’,1
,"Revisit probe into preventive detention charges, SC tells J&K juvenile justice panel",,"Such reports were brought to the attention of the court by a petition filed by Enakshi Ganguly, represented by senior advocate Huzefa Ahmadi.",1
,Government may restrict import of all types of refined edible oils,,"A restriction will help India encourage import of more crude oils, facilitating better utilisation of the refining capacity of the domestic industry. Currently, both refined and crude edible oils are under the free category of foreign trade, resulting in an u…",1
,Monitor use of plastic in election campaigns: NGT to EC,,"National Green Tribunal also directs Chief Electoral Officers of all States and Union Territories to monitor the compliance of advisories against the use of plastic, especially banners and hoardings",1
,Supreme Court Verdict on Ayodhya Land Dispute Should be Accepted Wholeheartedly by Everyone: RSS - News18,,"Supreme Court Verdict on Ayodhya Land Dispute Should be Accepted Wholeheartedly by Everyone: RSS News18 SC verdict on Ayodhya case should be accepted by everyone: RSS Hindustan Times Ahead of Supreme Court order on Ayodhya, RSS urges people to 'accept the ver…",1
,VHP stops stone-carving in Ayodhya,,Sculpting of stone and marble for the Ram temple that had continued uninterrupted since 1990 at Nirmaan Karyashala in Ayodhya has been halted ahead of the Ayodhya verdict.,1
,"Union Tourism Minister Shri Prahlad Singh Patel and Chief Minister of Manipur, Shri N. Biren Singh jointly inaugurate 8th International Tourism Mart at Imphal, Manipur",,"Minister of State (I/C) for Culture & Tourism, Shri Prahlad Singh Patel and Chief Minister of Manipur, Shri N. Biren Singh jointly inaugurated the 8th International Tourism Mart today at Imphal, Manipur.",1
,"Morning digest: India storms out of RCEP, BJP to wait and watch in Maharashtra, and more",,"The major news headlines of the day, and more.",1
,Ayodhya verdict: What's Article 142 of Constitution,,India News: NEW DELHI: The Supreme Court on Wednesday granted the ownership of the 2.,1
,SECURE SYNOPSIS: 22 OCTOBER 2019,,SECURE SYNOPSIS: 22 OCTOBER 2019 NOTE: Please remember that following ‘answers’ are NOT ‘model answers’. They are NOT synopsis too if we go by definition of the term. What we are providing is content that both meets demand of the question and at the same time…,1
,Polls close in Sri Lanka presidential poll marred by violence,,Polls have closed in Sri Lanka where elections were held on Saturday for a new president of the tourism-dependent island nation still struggling to recover from the Easter Sunday militant attacks which killed more than 250 people. A convoy of buses carrying M…,1
,SECURE SYNOPSIS: 22 NOVEMBER 2019,,SECURE SYNOPSIS: 22 NOVEMBER 2019 NOTE: Please remember that following ‘answers’ are NOT ‘model answers’. They are NOT synopsis too if we go by definition of the term. What we are providing is content that both meets demand of the question and at the same tim…,1
,"Over 5,000 preventive arrests in J-K since August 5, 609 still in custody: Govt",,"Among those who continue to be under detention include three former chief ministers of Jammu and Kashmir -- Farooq Abdullah, Omar Abdullah and Mehbooba Mufti.",1
,Indian Supreme Court Rules in Favor of Hindu Temple on Disputed Land in Ayodhya,,India's Supreme Court ruled in favor of a Hindu temple on a disputed religious and ordered that alternative land be used to build a mosque.,1
,Karsevak To Give A TED talk On Enhanced Demolition Techniques & Effective Safety Management,,"Eminent Karsevak, Mr Bhagwant Pandey is going to share his wisdom with the world through a TED Talk called ‘Safety First.’ During the talk, he is likely to explain how he prepared and developed techniques to demolish an old structure with utmost safety. “A major part of my TED Talk was conceptualized during my Civil Engineering course. While most students were thinking and studying about building structures, I was thinking on how to demolish a structure safely,” says Bhagwant Pandey in a rather intriguing promo of his TED Talk. Two hours after the trailer was released on TED Talk’s official YouTube channel, more than a million people liked and commented on it. Though the TED Talk will mainly focus on enhanced demolishing techniques and effective safety management, the Opposition in India is calling it a plot to reopen the Ram Mandir debate just ahead of the upcoming General Elections. Meanwhile, the Modi led government is completely silent and ignoring the subject currently.",0
,Congress Likely to Announce Karnataka Bandh Over Increased Fuel Taxes by Karnataka Government,,"Today, the Karnataka government increased the tax rates on petrol and diesel from an earlier 28.75% and 17.73% to 32% and 21% respectively. Congress who promised fuel price reduction within a minute of forming a government in Madhya Pradesh is quite upset with this decision and is likely to announce a Karnataka Bandh tomorrow. Karnataka is currently ruled by a Congress and JDS coalition. A few days back Congress convened a Bharat Bandh due to increasing fuel prices and the country witnessed a surge in incidents of violence. In one such case in Bihar, a girl of age less than ten died as she could not get an ambulance due to the traffic created by Congress workers. Understanding what the normal public goes through due to the increase in fuel prices, Congress is likely to fight for people’s right and announce a statewide Karnataka Bandh tomorrow, says a Congress official who wishes to remain anonymous. The Fauxy’s reliable sources say that the Karnataka government has raised the taxes on fuel to get sufficient funding in order to fight the upcoming general elections as a large chunk of the black money that Congress had was reduced to paper during demonetization.",0
,India’s Diverging Paths in Kashmir,,"By taking away the region’s autonomy, the country is changing the balance between those who favor dialogue and those who support violence.",1
,Government raises concern over fake invoicing in B2B trade impacting GST collections,,"""It is not only the government, it is also the industry which also has to play an important role. In GST, we are seeing a lot of fake invoicing and it is from business to business,"" Thakur said at the annual session of Consumer Electronics and Appliances Manu…",1
,Death toll in Kulgam attack climbs to 6 as injured West Bengal labourer dies,,"All the victims hailed from Murshidabad district of West Bengal, the police said.",1
,Janhvi Kapoor caught using mobile in auto; says she wants to help boost automobile sector,,"Janhvi Kapoor is an extremely knowledgeable citizen and a caring one too. We have already seen her take up issues of national interest time and again. Be it be speaking on Article 370, or be it promoting the gym outfits industry, she has been a great help for the country. Now she is trying to help the automobile sector by setting an example. Today morning she was seen using her mobile phone inside an auto. She feels that if more people can use mobile inside the auto it will help boost the sector. She has urged all celebrity friends to use auto while commuting for a distance of 500 meters or less. After that they can take their BMWs and Jaguars. Suhana Khan and other friends of Janhvi have committed themselves for the cause. Alia Bhatt has appreciated Janhvi’s concern and has pledged that she will also try to do the same. Alia though is in doubt that using auto-call feature in mobile will boost the automobile sector. Only time will tell which star kid is correct, but right now we can say that they are good citizens.",0
,Modi Is Meditating To Hack EVM Via Telepathy; Alleges Arvind Kejriwal,,"A few days before election results and a day before the last phase of the election, PM Narendra Modi visited the Kedarnath temple on Saturday to offer prayers. After spending his morning in prayers and reviewing re-development projects in Kedarnath, PM Modi went for meditation at a holy cave near Kedarnath shrine in Uttarakhand. However, CM Arvind Kejriwal believes that it’s not just meditation but a bigger conspiracy to turn the results in his favour. Kejriwal alleged that Modi was meditating to hack EVM machines via telepathy. Arvind Kejriwal received instant support from several of his party and opposition leaders as well. Deputy CM Manish Sisodia said that it was not the first time when Modi undertook such telepathic exercise. A few days before Balakot Air Strike he was spotted meditating and praying in a black dress. “It is now clear. He uses telepathy and black magic to bring results in his favour,” said Sisodia. Currently it is not clear whether or not the Election Commission shall take any action against PM Modi for indulging in occult practices after the imposition of Model Code Of Conduct. However, this is not the first time that PM Modi has used the occult sciences to persuade results in his favour. In 2014 elections, BJP supposedly won banking on a certain ‘Modi Magic’. More on this awaited.",0
